analytic_id,parent_process_path,parent_process_name,process_path,process_name,process,user,severity,score
22,*,*,*,program.exe,*,*,high,60
23,*,*WmiPrvSE.exe,*,*,*,*,med,30
24,*,*,*,scrcons.exe,*,*,med,30
25,*,*,*,*,*schtasks.exe*/create*/s*,*,med,30
25,*,*,*,*,*schtasks.exe*/s*/create*,*,med,30
26,*,*,*,schtasks.exe,*rhaegal*,*,med,30
26,*,*,*,schtasks.exe,*drogon*,*,med,30
26,*,*,*,schtasks.exe,*viserion_*,*,med,30
27,*,netsh.exe,*,*,*,*,med,30
28,*,*,*,net1.exe,*localgroup*,*,med,30
28,*,*,*,net.exe,*localgroup*,*,med,30
28,*,*,*,net1.exe,*add*,*,med,30
28,*,*,*,net.exe,*add*,*,med,30
28,*,*,*,net1.exe,*user*,*,med,30
28,*,*,*,net.exe,*user*,*,med,30
29,*,*,*,*stext*,*,*,high,60
29,*,*,*,*scomma*,*,*,high,60
30,*,*,*,mshta.exe,*vbscript*,*,med,30
30,*,*,*,mshta.exe,*javascript*,*,med,30
31,*,*,*,net.exe,*stop*,*,med,30
31,*,*,*,net1.exe,*stop*,*,med,30
31,*,*,*,sc.exe,*stop*,*,med,30
32,*,*,*,wmic.exe,*/node*,*,med,30
32,*,*,*,wmic.exe,*call*,*,med,30
32,*,*,*,wmic.exe,*create*,*,med,30
32,*,*,*,wmic.exe,*process*,*,med,30
33,*,*,*,*.doc.exe,*,*,med,30
33,*,*,*,*.htm.exe,*,*,med,30
33,*,*,*,*.html.exe,*,*,med,30
33,*,*,*,*.txt.exe,*,*,med,30
33,*,*,*,*.pdf.exe,*,*,med,30
33,*,*,*,*.docx.exe,*,*,med,30
34,*,*,*,reg.exe,*save*HKLM\\system*,*,med,30
34,*,*,*,reg.exe,*save*HKLM\\sam*,*,med,30
35,*,outlook.exe,*,*,*,*,med,30
35,*,word.exe,*,*,*,*,med,30
35,*,excel.exe,*,*,*,*,med,30
35,*,excel.exe,*,splwow64.exe,*,*,med,30
35,*,mspub.exe,*,*,*,*,med,30
35,*,onenotem.exe,*,*,*,*,med,30
35,*,powerpoint.exe,*,*,*,*,med,30
35,*,communicator.exe,*,*,*,*,med,30
35,*,lync.exe,*,*,*,*,med,30
36,*,*,*,*,*sdclt.exe*/KickOffElev*,*,med,30
37,*,*,*,*,*wbadmin*delete*,*,med,30
37,*,*,*,*,*wbadmin*quiet*,*,med,30
38,*,*,*,*,*fsutil*deletejournal*,*,med,30
39,*,*,*,*,*netsh*advfirewall*,*,med,30
40,*,*,*,*,*findstr*password*,*,med,30
41,*,*,*,*,*msiexec.exe*http*,*,med,30
42,*,*,*,*,*Recycle.Bin*,*,med,30
42,*,*,*,*,*Recycler*,*,med,30
43,*,*,*,*,* -bxor*,*,med,30
44,*,*,C:\Program Files(x86)\Google\googleService.exe,googleService.exe,*,*,med,1
45,*,*,GoogleUpdate.exe,C:\Program Files(x86)\Google\GoogleUpdate.exe,*,*,med,1
46,*,*,*,*,*C:\Program Files(x86)\Google\start.ps1*,*,med,1
47,*,*,*,*,*https://www.jmj.com/personal/nauerthn_state_gov*,*,med,1
48,*,*,*,*,*C:\Program Files(x86)\Google\install.bat*,*,med,1
49,*,*,*,*,*cmd.exe /c taskkill /im cmd.exe*,*,med,1
50,*,*,*,*,*powershell.exe mshta.exe http*,*,med,1
51,*,*,*,*,*reg query 'HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default'*,*,med,1
